,system_a,system_b,p_value
496,Humans_movi_101,Machines_base_TsSum,2.66E-6
497,Humans_movi_101,Machines_soa_CLASSY04,2.16E-6
498,Humans_movi_101,Machines_soa_CLASSY11,5.64E-6
499,Humans_movi_101,Machines_soa_DPP,1.16E-6
500,Humans_movi_101,Machines_soa_ICSISumm,1.40E-6
501,Humans_movi_101,Machines_soa_OCCAMS_V,3.26E-5
502,Humans_movi_101,Machines_soa_RegSum,6.75E-7
503,Humans_movi_101,Machines_soa_Submodular,2.98E-5
519,Humans_movi_102,Humans_movi_103,4.51E-1
520,Humans_movi_102,Humans_movi_104,2.74E-1
521,Humans_movi_102,Humans_movi_105,1.17E-1
522,Humans_movi_102,Humans_movi_110,1.09E-1
523,Humans_movi_102,Humans_movi_111,2.47E-1
524,Humans_movi_102,Humans_movi_112,3.46E-2
525,Humans_movi_102,Humans_movi_113,3.41E-1
526,Humans_movi_102,Humans_movi_114,2.43E-1
527,Humans_movi_102,Humans_movi_115,4.45E-2
528,Humans_movi_102,Machines_base_Centroid,3.51E-9
529,Humans_movi_102,Machines_base_FreqSum,1.20E-9
530,Humans_movi_102,Machines_base_GreedyKL,1.10E-9
531,Humans_movi_102,Machines_base_LexRank,3.54E-8
532,Humans_movi_102,Machines_base_TsSum,4.82E-9
533,Humans_movi_102,Machines_soa_CLASSY04,5.79E-9
534,Humans_movi_102,Machines_soa_CLASSY11,1.55E-8
535,Humans_movi_102,Machines_soa_DPP,1.46E-9
536,Humans_movi_102,Machines_soa_ICSISumm,4.28E-9
537,Humans_movi_102,Machines_soa_OCCAMS_V,1.49E-7
538,Humans_movi_102,Machines_soa_RegSum,2.23E-9
539,Humans_movi_102,Machines_soa_Submodular,2.29E-7
556,Humans_movi_103,Humans_movi_104,3.29E-1
557,Humans_movi_103,Humans_movi_105,1.55E-1
558,Humans_movi_103,Humans_movi_110,1.50E-1
559,Humans_movi_103,Humans_movi_111,3.06E-1
560,Humans_movi_103,Humans_movi_112,4.98E-2
561,Humans_movi_103,Humans_movi_113,3.77E-1
562,Humans_movi_103,Humans_movi_114,3.11E-1
563,Humans_movi_103,Humans_movi_115,7.17E-2
564,Humans_movi_103,Machines_base_Centroid,1.35E-8
565,Humans_movi_103,Machines_base_FreqSum,9.81E-9
566,Humans_movi_103,Machines_base_GreedyKL,8.14E-9
567,Humans_movi_103,Machines_base_LexRank,1.63E-7
568,Humans_movi_103,Machines_base_TsSum,4.91E-8
569,Humans_movi_103,Machines_soa_CLASSY04,2.86E-8
570,Humans_movi_103,Machines_soa_CLASSY11,1.64E-7
571,Humans_movi_103,Machines_soa_DPP,1.35E-8
572,Humans_movi_103,Machines_soa_ICSISumm,3.24E-8
573,Humans_movi_103,Machines_soa_OCCAMS_V,8.64E-7
574,Humans_movi_103,Machines_soa_RegSum,8.24E-9
575,Humans_movi_103,Machines_soa_Submodular,9.41E-7
593,Humans_movi_104,Humans_movi_105,3.05E-1
594,Humans_movi_104,Humans_movi_110,3.05E-1
595,Humans_movi_104,Humans_movi_111,5.00E-1
